x,y,team,result
62.7819967364241,21.01223351785522,red,False
92.38988428214199,26.680575456297188,red,False
20.11641158683928,30.148983438116353,blue,False
19.652006648513414,29.8927821220236,blue,False
10.70005870185199,29.420953843340403,blue,False
5.573407428411942,24.206336425840295,blue,False
7.16717880069009,24.879080336224884,blue,False
3.9088653081939966,25.354368751811876,blue,True
90.05729226623447,22.567482215380103,red,False
5.331800849884746,29.341232098121637,blue,False
11.384069652751695,28.18089667137198,blue,False
12.37375950675125,28.007395835300283,blue,False
12.37375950675125,28.007395835300283,blue,False
12.37375950675125,28.007395835300283,blue,False
12.37375950675125,28.007395835300283,blue,False
5.979036618386155,28.885568534570414,blue,False
8.814439201830801,28.61741270402319,blue,False
1.0872266101476162,31.323309236727518,blue,False
2.2232958213770244,21.662381463297113,blue,False
11.588587660472351,23.877957920117417,blue,False
9.08725326524033,23.054758826856332,blue,False
9.45891277711501,24.17347490872892,blue,False
19.45403980027669,18.81036923671884,blue,False
25.174731993526848,22.997478425994498,blue,False
3.453903033801181,25.772295839063297,blue,False
9.511460516104945,24.078135522969458,blue,False
1.4878085636013196,27.582758518751,blue,True
47.82352221728302,16.346430671169017,red,False
89.40730227275903,28.054003256076726,red,False
93.17436283051269,25.519198865809983,red,False
92.19534710375332,28.916672726735932,red,True
0.5284574241917877,28.61297542782113,blue,False
9.85553143892794,24.97336425450048,blue,False
12.452348082370536,25.590271534393107,blue,False
0.0,20.469787119128753,blue,False
2.7759135427439943,24.37264499294055,blue,True
3.256486773705642,25.388277142333852,blue,True
93.73638368987002,32.266767006815584,red,False
1.0402768736401036,11.570687906270347,blue,False
12.419850590155274,29.295618938530914,blue,False
12.155167318755087,27.491612666957796,blue,False
9.737074100909489,25.731900491792622,blue,False
3.583938089694742,25.90732652311333,blue,False
13.544818595299843,25.604306458433225,blue,False
46.12264969927912,22.686283056296375,blue,False
2.2147828783891548,24.88987615488111,blue,False
15.919644196097904,19.59985934811697,blue,False
15.529373438130188,19.045892161682794,blue,False
9.422310509256818,25.0752362293017,blue,False
98.5600915195246,31.808943119349266,red,False
80.82712590691013,28.733920248110454,red,False
80.19082401770062,33.16134755911411,red,False
2.8325242650573785,12.72787830301419,blue,False
3.179441775474145,12.599166665042285,blue,False
3.179441775474145,12.599166665042285,blue,False
28.598732372050197,20.922101595793002,blue,False
20.89587238164917,23.14187854622153,blue,False
90.09150498673657,25.349905806199114,red,False
6.863234363272413,23.330975454628934,blue,False
0.0,26.301673953945805,blue,True
82.50870304455188,43.6316122194035,red,False
83.34844136122362,36.68950534877425,red,False
91.07482269342285,30.19212719449741,red,False
88.76093788522448,26.85633093489695,red,False
19.886452965369454,25.139183045505405,blue,False
67.1767919974468,19.519922728501278,red,False
67.4920686604604,30.12437026517455,red,False
73.377072935575,27.161577293194668,red,False
25.60940132356287,28.083888619494992,blue,False
16.691131315150265,27.654000739897807,blue,False
9.030584087413729,23.640932230043255,blue,True
63.03248916202669,26.294206660668205,red,False
55.329605080150365,21.260756638317403,red,False
0.0,28.551793311474675,blue,True
100.0,37.83183383963907,red,False
93.75800118758369,26.581322482841777,red,False
92.25518234687074,26.55689217328827,red,True
0.2963018959787521,21.518333525854484,blue,False
0.22090301296954712,23.397606815915083,blue,True
74.90445077660489,27.307939361703404,red,False
95.5235112629887,24.556349210932606,red,True
68.68968703588267,19.250886557809128,red,False
89.30230751025016,23.975816220414277,red,False
8.527480313558451,24.380683639541946,blue,False
72.12949241260075,26.27828906959752,red,False
78.30442512836098,27.589767829001048,red,False
0.0,23.80811535466644,blue,True
80.93294301669859,21.851241853314146,red,False
94.78369061113672,28.843565874696154,red,False
94.31224144849398,24.193419841730996,red,False
98.19494877886345,24.918232521603166,red,True
70.68673730759292,41.5716267478488,red,False
0.0,26.688190721219073,blue,False
13.71488807182419,20.930715698609045,blue,False
12.7342715414862,13.109790484008862,blue,False
13.189391054461497,26.146296948503917,blue,False
7.6117181901176245,25.09065123889752,blue,False
11.867096888947795,25.474648239807845,blue,False
2.6854857668256793,25.82800908515784,blue,True
81.05440568675098,25.126055143922684,red,False
73.73769274101473,23.68461385755296,red,False
37.134640943487184,29.260266683295168,blue,False
0.0,22.587348413821992,blue,False
0.0,22.587348413821992,blue,False
0.3420115968565302,22.663670156443676,blue,False
0.3420115968565302,22.663670156443676,blue,True
68.79470738073483,27.8302205384214,red,False
63.4639687470404,26.074870184755145,red,False
7.714725049707979,27.264994960971368,blue,True
96.42720225319445,22.78309756289132,red,True
13.254577726545332,7.556341933699386,blue,False
25.55148363513346,26.01939007372705,blue,False
0.0,24.619213902416146,blue,False
13.534515352995417,30.859465958349954,blue,False
77.78948330844185,25.93275014296756,red,False
82.41617668753668,26.597562365512676,red,False
91.79150814168652,20.316286411165677,red,False
95.07303876111818,23.257291426241895,red,False
4.792857091583538,23.81105322495144,blue,True
2.251507338552985,23.0295224937927,blue,True
96.29735613025763,27.251171369001767,red,False
95.86368067994198,26.25086516577085,red,False
89.21152665912653,11.14508372515036,red,False
69.72395025951222,29.157850288652412,red,False
69.72395025951222,29.157850288652412,red,False
29.979411544985616,14.34551251275708,blue,False
4.496961348765393,18.541434091790965,blue,False
4.8695318470580675,18.345847369297562,blue,False
4.8695318470580675,18.345847369297562,blue,False
4.8695318470580675,18.345847369297562,blue,False
5.278219515721223,25.005906977533776,blue,True
66.22591809930694,23.57002545287089,red,False
96.20562621001163,23.582403029525324,red,True
98.28935153851829,27.576378535586063,red,False
10.154290496192845,25.61869176309292,blue,False
76.47230825178738,24.92046177444642,red,False
19.940999592212542,26.157786829256008,blue,False
0.20879553062210143,30.414095402928975,blue,False
0.20879553062210143,30.414095402928975,blue,True
8.070900487205765,24.226048842456894,blue,False
28.127375390024255,29.701823533197903,blue,False
100.0,24.049032676382808,red,True
78.78837565416009,14.303354782135282,red,False
85.09844623221719,21.973322019392317,red,False
98.62779024555967,26.38053872606033,red,False
98.62779024555967,26.38053872606033,red,True
50.0,25.0,blue,False
48.856185407391706,30.23422972887274,blue,False
4.232444485205887,26.099467512158036,blue,False
18.469035827586655,27.800175180359243,blue,False
98.86869880284782,20.942549421234546,red,False
99.50810937008194,22.063746231997897,red,True
36.99784557114919,18.980539842818086,blue,False
0.0,31.153817167033893,blue,False
67.17754894315158,28.232838681970932,red,False
6.717554714196156,20.851748571727303,blue,False
7.083017076359781,24.019743901815843,blue,False
